date,token,slug,gecko_id,category,unlock_type,unlock_amount,rate_duration_days,circ_supply,max_supply,pct_of_circ,ticker,source,usd_value
2021-12-23,FILECOIN,filecoin,,ecosystem,cliff,95846.64536741214,1.0,140898949.1221187,,0.068025,FIL,6mv_observed,3591928.07
2021-12-23,FILECOIN,filecoin,,ecosystem,cliff,45641.25969876769,1.0,140898949.1221187,,0.032393,FIL,6mv_observed,1710441.94
2021-12-23,Frax Finance,frax-finance,frax-share,Uncategorized,cliff,140000.0,,100041489.87487067,100000000.0,0.139942,FXS,defillama,
2021-12-23,Convex Finance,convex-finance,convex-finance,Uncategorized,cliff,140093.60730593608,,97224499.92864606,100000000.0,0.144093,CVX,defillama,
2021-12-23,STAKEWISE,stakewise,,community,cliff,349315.0684931507,1.0,64676397.81495426,,0.540097,SWISE,6mv_observed,46217.76
2021-12-23,Convex Finance,convex-finance,convex-finance,Uncategorized,cliff,60000.0,,97224499.92864606,100000000.0,0.061713,CVX,defillama,
2021-12-23,Convex Finance,convex-finance,convex-finance,Uncategorized,cliff,121715.60467650687,,97224499.92864606,100000000.0,0.12519,CVX,defillama,
2021-12-23,LIDO-DAO,lido-dao,,insiders,cliff,826370.4602739726,1.0,65279604.53990435,,1.265894,LDO,6mv_observed,2510854.86
2021-12-23,STAKEWISE,stakewise,,insiders,cliff,344993.1412894376,1.0,64676397.81495426,,0.533414,SWISE,6mv_observed,45645.93
2021-12-23,UNISWAP,uniswap,,insiders,cliff,273785.0787132101,1.0,453718568.764832,,0.060342,UNI,6mv_observed,4980820.62
2021-12-23,Hyphen,hyphen,biconomy,farming,cliff,7502340.425531914,,1000248439.5713089,1000248439.5713089,0.750048,,defillama,
2021-12-23,Venus,venus,venus,farming,cliff,4538.196402148172,,16980568.148159333,30000000.0,0.026726,,defillama,
2021-12-23,MERIT-CIRCLE,merit-circle,,community,cliff,275433.394160584,1.0,42571524.99140643,,0.64699,MC,6mv_observed,1921556.1
2021-12-23,POOLTOGETHER,pooltogether,,team,cliff,3408.219178082192,1.0,3056714.646323261,,0.111499,POOL,6mv_observed,17705.97
2021-12-23,CURVE-DAO-TOKEN,curve-dao-token,,insiders,cliff,622238.8151950719,1.0,391670447.1405789,,0.158868,CRV,6mv_observed,3237017.78
2021-12-23,STAKEWISE,stakewise,,team,cliff,148630.1369863014,1.0,64676397.81495426,,0.229806,SWISE,6mv_observed,19665.2
2021-12-23,POOLTOGETHER,pooltogether,,ecosystem,cliff,7882.191780821918,1.0,3056714.646323261,,0.257865,POOL,6mv_observed,40948.62
2021-12-23,POOLTOGETHER,pooltogether,,insiders,cliff,2060.27397260274,1.0,3056714.646323261,,0.067402,POOL,6mv_observed,10703.29
2021-12-23,LIDO-DAO,lido-dao,,team,cliff,1096986.301369863,1.0,65279604.53990435,,1.680443,LDO,6mv_observed,3333097.59
2021-12-23,DECENTRALAND,decentraland,,team,cliff,384120.4654346338,1.0,1327570874.140035,,0.028934,MANA,6mv_observed,1420506.0
2021-12-23,Api3,api3,api3,staking,cliff,302967.60658431565,,182428878.31482208,182428878.31482208,0.166074,API3,defillama,
2021-12-24,STAKEWISE,stakewise,,team,cliff,148630.1369863014,1.0,64772061.8483903,,0.229466,SWISE,6mv_observed,20955.87
2021-12-24,Convex Finance,convex-finance,convex-finance,Uncategorized,cliff,60063.49479181905,,97224499.92864606,100000000.0,0.061778,CVX,defillama,
2021-12-24,STAKEWISE,stakewise,,insiders,cliff,344993.1412894376,1.0,64772061.8483903,,0.532626,SWISE,6mv_observed,48641.77
2021-12-24,POOLTOGETHER,pooltogether,,insiders,cliff,2060.27397260274,1.0,3065971.616640673,,0.067198,POOL,6mv_observed,10814.46
2021-12-24,UNISWAP,uniswap,,insiders,cliff,273785.0787132101,1.0,452365447.146479,,0.060523,UNI,6mv_observed,4792648.55
2021-12-24,LIDO-DAO,lido-dao,,insiders,cliff,826370.4602739726,1.0,65514923.27698003,,1.261347,LDO,6mv_observed,2360614.32
2021-12-24,LIDO-DAO,lido-dao,,team,cliff,1096986.301369863,1.0,65514923.27698003,,1.674407,LDO,6mv_observed,3133657.0
2021-12-24,Venus,venus,venus,farming,cliff,4766.363028189838,,16980568.148159333,30000000.0,0.02807,,defillama,
2021-12-24,Convex Finance,convex-finance,convex-finance,Uncategorized,cliff,3764.840182648393,,97224499.92864606,100000000.0,0.003872,CVX,defillama,
2021-12-24,POOLTOGETHER,pooltogether,,ecosystem,cliff,7882.191780821918,1.0,3065971.616640673,,0.257086,POOL,6mv_observed,41373.94
2021-12-24,STAKEWISE,stakewise,,community,cliff,349315.0684931507,1.0,64772061.8483903,,0.539299,SWISE,6mv_observed,49251.13
2021-12-24,POOLTOGETHER,pooltogether,,team,cliff,3408.219178082192,1.0,3065971.616640673,,0.111163,POOL,6mv_observed,17889.88
2021-12-24,Liquity,liquity,liquity,Uncategorized,cliff,20748.49500952874,,101752155.25812772,101752155.25812772,0.020391,LQTY,defillama,
2021-12-24,FILECOIN,filecoin,,team,cliff,41077.13372889092,1.0,141389324.9305468,,0.029053,FIL,6mv_observed,1496152.97
2021-12-24,CURVE-DAO-TOKEN,curve-dao-token,,insiders,cliff,622238.8151950719,1.0,390668020.4678158,,0.159276,CRV,6mv_observed,3221290.69
2021-12-24,DECENTRALAND,decentraland,,team,cliff,384120.4654346338,1.0,1325159682.310392,,0.028987,MANA,6mv_observed,1353605.05
2021-12-24,FILECOIN,filecoin,,ecosystem,cliff,45641.25969876769,1.0,141389324.9305468,,0.032281,FIL,6mv_observed,1662392.19
2021-12-24,LFJ,lfj,joe,farming,cliff,293895.25992317544,,499896368.0294494,499896368.0294494,0.058791,,defillama,
2021-12-24,FILECOIN,filecoin,,ecosystem,cliff,95846.64536741214,1.0,141389324.9305468,,0.067789,FIL,6mv_observed,3491023.59
2021-12-24,MERIT-CIRCLE,merit-circle,,community,cliff,275433.394160584,1.0,42419023.70921775,,0.649316,MC,6mv_observed,1901252.79
2021-12-25,Convex Finance,convex-finance,convex-finance,Uncategorized,cliff,3450.057077625563,,97224499.92864606,100000000.0,0.003549,CVX,defillama,
2021-12-25,LIDO-DAO,lido-dao,,team,cliff,1096986.301369863,1.0,65413003.60417391,,1.677016,LDO,6mv_observed,3155396.45
2021-12-25,LIDO-DAO,lido-dao,,insiders,cliff,826370.4602739726,1.0,65413003.60417391,,1.263312,LDO,6mv_observed,2376990.86
2021-12-25,STAKEWISE,stakewise,,community,cliff,349315.0684931507,1.0,64787231.48762685,,0.539173,SWISE,6mv_observed,49284.44
2021-12-25,CURVE-DAO-TOKEN,curve-dao-token,,insiders,cliff,622238.8151950719,1.0,392217004.1689934,,0.158647,CRV,6mv_observed,3646551.22
2021-12-25,DECENTRALAND,decentraland,,team,cliff,384120.4654346338,1.0,1330971518.637451,,0.02886,MANA,6mv_observed,1449282.21
2021-12-25,UNISWAP,uniswap,,insiders,cliff,273785.0787132101,1.0,453069533.6992925,,0.060429,UNI,6mv_observed,4801385.38
2021-12-25,POOLTOGETHER,pooltogether,,ecosystem,cliff,7882.191780821918,1.0,3067387.71661549,,0.256968,POOL,6mv_observed,39146.6
2021-12-25,LFJ,lfj,joe,farming,cliff,295583.4257362356,,499896368.0294494,499896368.0294494,0.059129,,defillama,
2021-12-25,Convex Finance,convex-finance,convex-finance,Uncategorized,cliff,94147.02021811984,,97224499.92864606,100000000.0,0.096835,CVX,defillama,
2021-12-25,FILECOIN,filecoin,,team,cliff,41077.13372889092,1.0,142057631.3583354,,0.028916,FIL,6mv_observed,1523248.63
2021-12-25,FILECOIN,filecoin,,ecosystem,cliff,95846.64536741214,1.0,142057631.3583354,,0.06747,FIL,6mv_observed,3554246.8
2021-12-25,FILECOIN,filecoin,,ecosystem,cliff,45641.25969876769,1.0,142057631.3583354,,0.032129,FIL,6mv_observed,1692498.48
2021-12-25,Venus,venus,venus,farming,cliff,3931.610161135533,,16980568.148159333,30000000.0,0.023154,,defillama,
2021-12-25,POOLTOGETHER,pooltogether,,team,cliff,3408.219178082192,1.0,3067387.71661549,,0.111111,POOL,6mv_observed,16926.79
2021-12-25,MERIT-CIRCLE,merit-circle,,community,cliff,275433.394160584,1.0,42622742.12362075,,0.646212,MC,6mv_observed,1829829.82
2021-12-25,Frax Finance,frax-finance,frax-share,Uncategorized,cliff,232883.0,,100041489.87487067,100000000.0,0.232786,FXS,defillama,
2021-12-25,Liquity,liquity,liquity,Uncategorized,cliff,7836.806868844817,,101752155.25812772,101752155.25812772,0.007702,LQTY,defillama,
2021-12-25,STAKEWISE,stakewise,,team,cliff,148630.1369863014,1.0,64787231.48762685,,0.229413,SWISE,6mv_observed,20970.04
2021-12-25,STAKEWISE,stakewise,,insiders,cliff,344993.1412894376,1.0,64787231.48762685,,0.532502,SWISE,6mv_observed,48674.66
2021-12-25,POOLTOGETHER,pooltogether,,insiders,cliff,2060.27397260274,1.0,3067387.71661549,,0.067167,POOL,6mv_observed,10232.27
2021-12-26,FILECOIN,filecoin,,ecosystem,cliff,45641.25969876769,1.0,142141359.9123069,,0.03211,FIL,6mv_observed,1696922.04
2021-12-26,UNISWAP,uniswap,,insiders,cliff,273785.0787132101,1.0,452775532.4114233,,0.060468,UNI,6mv_observed,5113395.14
2021-12-26,Frax Finance,frax-finance,frax-share,Uncategorized,cliff,3372.9999999999995,,100041489.87487067,100000000.0,0.003372,FXS,defillama,
2021-12-26,POOLTOGETHER,pooltogether,,ecosystem,cliff,7882.191780821918,1.0,3078206.903749953,,0.256064,POOL,6mv_observed,39338.72
2021-12-26,POOLTOGETHER,pooltogether,,insiders,cliff,2060.27397260274,1.0,3078206.903749953,,0.066931,POOL,6mv_observed,10282.49
2021-12-26,LIDO-DAO,lido-dao,,team,cliff,1096986.301369863,1.0,65821699.46452992,,1.666603,LDO,6mv_observed,2944018.13
2021-12-26,CURVE-DAO-TOKEN,curve-dao-token,,insiders,cliff,622238.8151950719,1.0,390691294.416168,,0.159266,CRV,6mv_observed,3570316.16
2021-12-26,FILECOIN,filecoin,,ecosystem,cliff,95846.64536741214,1.0,142141359.9123069,,0.067431,FIL,6mv_observed,3563536.29
2021-12-26,MERIT-CIRCLE,merit-circle,,community,cliff,275433.394160584,1.0,42663887.43137199,,0.645589,MC,6mv_observed,1738990.46
2021-12-26,FILECOIN,filecoin,,team,cliff,41077.13372889092,1.0,142141359.9123069,,0.028899,FIL,6mv_observed,1527229.84
2021-12-26,STAKEWISE,stakewise,,community,cliff,349315.0684931507,1.0,64700576.45566527,,0.539895,SWISE,6mv_observed,48968.6
2021-12-26,DECENTRALAND,decentraland,,team,cliff,384120.4654346338,1.0,1328959823.614083,,0.028904,MANA,6mv_observed,1491318.59
2021-12-26,POOLTOGETHER,pooltogether,,team,cliff,3408.219178082192,1.0,3078206.903749953,,0.110721,POOL,6mv_observed,17009.86
2021-12-26,LIDO-DAO,lido-dao,,insiders,cliff,826370.4602739726,1.0,65821699.46452992,,1.255468,LDO,6mv_observed,2217757.52
2021-12-26,Venus,venus,venus,farming,cliff,6135.795320996461,,16980568.148159333,30000000.0,0.036134,,defillama,
2021-12-26,Convex Finance,convex-finance,convex-finance,Uncategorized,cliff,105754.96968782193,,97224499.92864606,100000000.0,0.108774,CVX,defillama,
2021-12-26,Liquity,liquity,liquity,Uncategorized,cliff,16714.306742143235,,101752155.25812772,101752155.25812772,0.016426,LQTY,defillama,
2021-12-26,Balancer,balancer,balancer,Uncategorized,cliff,145000.0,,72373802.32600455,96150704.0,0.200349,BAL,defillama,
2021-12-26,STAKEWISE,stakewise,,insiders,cliff,344993.1412894376,1.0,64700576.45566527,,0.533215,SWISE,6mv_observed,48362.73
2021-12-26,Convex Finance,convex-finance,convex-finance,Uncategorized,cliff,4039.954337899534,,97224499.92864606,100000000.0,0.004155,CVX,defillama,
2021-12-26,STAKEWISE,stakewise,,team,cliff,148630.1369863014,1.0,64700576.45566527,,0.22972,SWISE,6mv_observed,20835.66
2021-12-26,Rarible,rarible,rarible,farming,cliff,75000.0,,25080293.766572803,25080293.766572803,0.29904,,defillama,
2021-12-26,LFJ,lfj,joe,farming,cliff,641064.7855906483,,499896368.0294494,499896368.0294494,0.12824,,defillama,
2021-12-27,LFJ,lfj,joe,farming,cliff,294420.0750319285,,499896368.0294494,499896368.0294494,0.058896,,defillama,
2021-12-27,STAKEWISE,stakewise,,team,cliff,148630.1369863014,1.0,64678966.80117985,,0.229797,SWISE,6mv_observed,21571.27
2021-12-27,POOLTOGETHER,pooltogether,,team,cliff,3408.219178082192,1.0,3070809.733955306,,0.110988,POOL,6mv_observed,15654.48
2021-12-27,POOLTOGETHER,pooltogether,,insiders,cliff,2060.27397260274,1.0,3070809.733955306,,0.067092,POOL,6mv_observed,9463.16
2021-12-27,Convex Finance,convex-finance,convex-finance,Uncategorized,cliff,101333.46772367985,,97224499.92864606,100000000.0,0.104226,CVX,defillama,
2021-12-27,MERIT-CIRCLE,merit-circle,,community,cliff,275433.394160584,1.0,42622074.02620196,,0.646222,MC,6mv_observed,1628425.48
2021-12-27,POOLTOGETHER,pooltogether,,ecosystem,cliff,7882.191780821918,1.0,3070809.733955306,,0.256681,POOL,6mv_observed,36204.13
2021-12-27,PinkSale,pinksale,pinksale,noncirculating,cliff,521.7391304347826,,82599.45160691456,97000.85432909228,0.63165,,defillama,
2021-12-27,STAKEWISE,stakewise,,community,cliff,349315.0684931507,1.0,64678966.80117985,,0.540075,SWISE,6mv_observed,50697.46
2021-12-27,STAKEWISE,stakewise,,insiders,cliff,344993.1412894376,1.0,64678966.80117985,,0.533393,SWISE,6mv_observed,50070.2
2021-12-27,CURVE-DAO-TOKEN,curve-dao-token,,insiders,cliff,622238.8151950719,1.0,393647967.5339516,,0.15807,CRV,6mv_observed,3304758.94
2021-12-27,PinkSale,pinksale,pinksale,insiders,cliff,500.0,,82599.45160691456,97000.85432909228,0.605331,,defillama,
2021-12-27,PinkSale,pinksale,pinksale,insiders,cliff,347.8260869565217,,82599.45160691456,97000.85432909228,0.4211,,defillama,
2021-12-27,DECENTRALAND,decentraland,,team,cliff,384120.4654346338,1.0,1331587821.101427,,0.028847,MANA,6mv_observed,1444497.43
2021-12-27,Convex Finance,convex-finance,convex-finance,Uncategorized,cliff,60914.95433789954,,97224499.92864606,100000000.0,0.062654,CVX,defillama,
2021-12-27,UNISWAP,uniswap,,insiders,cliff,273785.0787132101,1.0,454826963.4528452,,0.060195,UNI,6mv_observed,5234664.45
2021-12-27,Frax Finance,frax-finance,frax-share,Uncategorized,cliff,98522.0,,100041489.87487067,100000000.0,0.098481,FXS,defillama,
2021-12-27,FILECOIN,filecoin,,ecosystem,cliff,45641.25969876769,1.0,142958858.733256,,0.031926,FIL,6mv_observed,1788379.19
2021-12-27,LIDO-DAO,lido-dao,,team,cliff,1096986.301369863,1.0,65683730.94991721,,1.670104,LDO,6mv_observed,3175511.45
2021-12-27,FILECOIN,filecoin,,team,cliff,41077.13372889092,1.0,142958858.733256,,0.028734,FIL,6mv_observed,1609541.27
2021-12-27,LIDO-DAO,lido-dao,,insiders,cliff,826370.4602739726,1.0,65683730.94991721,,1.258105,LDO,6mv_observed,2392143.69
2021-12-27,FILECOIN,filecoin,,ecosystem,cliff,95846.64536741214,1.0,142958858.733256,,0.067045,FIL,6mv_observed,3755596.29
2021-12-27,Convex Finance,convex-finance,convex-finance,Uncategorized,cliff,90000.0,,97224499.92864606,100000000.0,0.092569,CVX,defillama,
2021-12-27,Liquity,liquity,liquity,Uncategorized,cliff,13730.755526142611,,101752155.25812772,101752155.25812772,0.013494,LQTY,defillama,
2021-12-27,Venus,venus,venus,farming,cliff,7099.9388133205175,,16980568.148159333,30000000.0,0.041812,,defillama,
2021-12-28,DECENTRALAND,decentraland,,team,cliff,384120.4654346338,1.0,1333277351.919812,,0.02881,MANA,6mv_observed,1299011.46
2021-12-28,FILECOIN,filecoin,,ecosystem,cliff,45641.25969876769,1.0,143414587.599196,,0.031825,FIL,6mv_observed,1657070.66
2021-12-28,Convex Finance,convex-finance,convex-finance,Uncategorized,cliff,88772.62455849025,,97224499.92864606,100000000.0,0.091307,CVX,defillama,
2021-12-28,STAKEWISE,stakewise,,community,cliff,349315.0684931507,1.0,64655733.30634645,,0.540269,SWISE,6mv_observed,45416.97
2021-12-28,STAKEWISE,stakewise,,insiders,cliff,344993.1412894376,1.0,64655733.30634645,,0.533585,SWISE,6mv_observed,44855.04
2021-12-28,Venus,venus,venus,farming,cliff,4347.690919694425,,16980568.148159333,30000000.0,0.025604,,defillama,
2021-12-28,STAKEWISE,stakewise,,team,cliff,148630.1369863014,1.0,64655733.30634645,,0.229879,SWISE,6mv_observed,19324.47
2021-12-28,Convex Finance,convex-finance,convex-finance,Uncategorized,cliff,3651.255707762551,,97224499.92864606,100000000.0,0.003755,CVX,defillama,
2021-12-28,LIDO-DAO,lido-dao,,insiders,cliff,826370.4602739726,1.0,65559537.55655815,,1.260489,LDO,6mv_observed,2468835.53
2021-12-28,LIDO-DAO,lido-dao,,team,cliff,1096986.301369863,1.0,65559537.55655815,,1.673267,LDO,6mv_observed,3277317.96
2021-12-28,Liquity,liquity,liquity,Uncategorized,cliff,2904.084630402197,,101752155.25812772,101752155.25812772,0.002854,LQTY,defillama,
2021-12-28,FILECOIN,filecoin,,team,cliff,41077.13372889092,1.0,143414587.599196,,0.028642,FIL,6mv_observed,1491363.59
2021-12-28,POOLTOGETHER,pooltogether,,team,cliff,3408.219178082192,1.0,3060748.591289412,,0.111352,POOL,6mv_observed,14995.34
2021-12-28,UNISWAP,uniswap,,insiders,cliff,273785.0787132101,1.0,455959146.3892231,,0.060046,UNI,6mv_observed,5055976.68
2021-12-28,MERIT-CIRCLE,merit-circle,,community,cliff,275433.394160584,1.0,42429943.31106991,,0.649149,MC,6mv_observed,1439550.71
2021-12-28,POOLTOGETHER,pooltogether,,insiders,cliff,2060.27397260274,1.0,3060748.591289412,,0.067313,POOL,6mv_observed,9064.71
2021-12-28,POOLTOGETHER,pooltogether,,ecosystem,cliff,7882.191780821918,1.0,3060748.591289412,,0.257525,POOL,6mv_observed,34679.74
2021-12-28,LFJ,lfj,joe,farming,cliff,295889.6874201788,,499896368.0294494,499896368.0294494,0.05919,,defillama,
2021-12-28,CURVE-DAO-TOKEN,curve-dao-token,,insiders,cliff,622238.8151950719,1.0,395750664.7062973,,0.15723,CRV,6mv_observed,2961475.28
2021-12-28,FILECOIN,filecoin,,ecosystem,cliff,95846.64536741214,1.0,143414587.599196,,0.066832,FIL,6mv_observed,3479848.38
2021-12-29,Tranchess,tranchess,tranchess,insiders,cliff,317647.0588235294,,299736894.637736,300000000.0,0.105975,,defillama,
2021-12-29,MERIT-CIRCLE,merit-circle,,community,cliff,275433.394160584,1.0,42513004.00812301,,0.64788,MC,6mv_observed,1318954.48
2021-12-29,FILECOIN,filecoin,,team,cliff,41077.13372889092,1.0,142388990.7750155,,0.028849,FIL,6mv_observed,1406630.51
2021-12-29,FILECOIN,filecoin,,ecosystem,cliff,95846.64536741214,1.0,142388990.7750155,,0.067313,FIL,6mv_observed,3282137.86
2021-12-29,FILECOIN,filecoin,,ecosystem,cliff,45641.25969876769,1.0,142388990.7750155,,0.032054,FIL,6mv_observed,1562922.79
2021-12-29,POOLTOGETHER,pooltogether,,ecosystem,cliff,7882.191780821918,1.0,3028329.695172528,,0.260282,POOL,6mv_observed,31908.44
2021-12-29,Tranchess,tranchess,tranchess,privateSale,cliff,129807.69230769233,,299736894.637736,300000000.0,0.043307,,defillama,
2021-12-29,POOLTOGETHER,pooltogether,,insiders,cliff,2060.27397260274,1.0,3028329.695172528,,0.068033,POOL,6mv_observed,8340.34
2021-12-29,UNISWAP,uniswap,,insiders,cliff,273785.0787132101,1.0,447602501.1419562,,0.061167,UNI,6mv_observed,4692667.67
2021-12-29,Convex Finance,convex-finance,convex-finance,Uncategorized,cliff,97115.79237231587,,97224499.92864606,100000000.0,0.099888,CVX,defillama,
2021-12-29,Liquity,liquity,liquity,Uncategorized,cliff,35542.23884176787,,101752155.25812772,101752155.25812772,0.03493,LQTY,defillama,
2021-12-29,DECENTRALAND,decentraland,,team,cliff,384120.4654346338,1.0,1316565872.302435,,0.029176,MANA,6mv_observed,1251657.49
2021-12-29,Frax Finance,frax-finance,frax-share,Uncategorized,cliff,49999.99999999999,,100041489.87487067,100000000.0,0.049979,FXS,defillama,
2021-12-29,POOLTOGETHER,pooltogether,,team,cliff,3408.219178082192,1.0,3028329.695172528,,0.112545,POOL,6mv_observed,13797.05
2021-12-29,LFJ,lfj,joe,farming,cliff,637424.2480842912,,499896368.0294494,499896368.0294494,0.127511,,defillama,
2021-12-29,STAKEWISE,stakewise,,team,cliff,148630.1369863014,1.0,64891049.56019446,,0.229046,SWISE,6mv_observed,18025.0
2021-12-29,LIDO-DAO,lido-dao,,team,cliff,1096986.301369863,1.0,65381745.57683223,,1.677817,LDO,6mv_observed,2925235.61
2021-12-29,STAKEWISE,stakewise,,insiders,cliff,344993.1412894376,1.0,64891049.56019446,,0.53165,SWISE,6mv_observed,41838.77
2021-12-29,Convex Finance,convex-finance,convex-finance,Uncategorized,cliff,2880.707762557074,,97224499.92864606,100000000.0,0.002963,CVX,defillama,
2021-12-29,STAKEWISE,stakewise,,community,cliff,349315.0684931507,1.0,64891049.56019446,,0.53831,SWISE,6mv_observed,42362.91
2021-12-29,Venus,venus,venus,farming,cliff,6367.174015881574,,16980568.148159333,30000000.0,0.037497,,defillama,
2021-12-29,CURVE-DAO-TOKEN,curve-dao-token,,insiders,cliff,622238.8151950719,1.0,386928881.1261822,,0.160815,CRV,6mv_observed,3016911.66
2021-12-29,LIDO-DAO,lido-dao,,insiders,cliff,826370.4602739726,1.0,65381745.57683223,,1.263916,LDO,6mv_observed,2203608.47
2021-12-30,STAKEWISE,stakewise,,team,cliff,148630.1369863014,1.0,64891049.56019446,,0.229046,SWISE,6mv_observed,18025.0
2021-12-30,STAKEWISE,stakewise,,insiders,cliff,344993.1412894376,1.0,64891049.56019446,,0.53165,SWISE,6mv_observed,41838.77
2021-12-30,FILECOIN,filecoin,,team,cliff,41077.13372889092,1.0,143265879.8132468,,0.028672,FIL,6mv_observed,1433576.22
2021-12-30,FILECOIN,filecoin,,ecosystem,cliff,95846.64536741214,1.0,143265879.8132468,,0.066901,FIL,6mv_observed,3345011.19
2021-12-30,DECENTRALAND,decentraland,,team,cliff,384120.4654346338,1.0,1322185986.460414,,0.029052,MANA,6mv_observed,1266661.94
2021-12-30,FILECOIN,filecoin,,ecosystem,cliff,45641.25969876769,1.0,143265879.8132468,,0.031858,FIL,6mv_observed,1592862.47
2021-12-30,POOLTOGETHER,pooltogether,,team,cliff,3408.219178082192,1.0,3061826.809688115,,0.111313,POOL,6mv_observed,13330.4
2021-12-30,POOLTOGETHER,pooltogether,,insiders,cliff,2060.27397260274,1.0,3061826.809688115,,0.067289,POOL,6mv_observed,8058.25
2021-12-30,Convex Finance,convex-finance,convex-finance,Uncategorized,cliff,74864.86237890112,,97224499.92864606,100000000.0,0.077002,CVX,defillama,
2021-12-30,Convex Finance,convex-finance,convex-finance,Uncategorized,cliff,4275.114155251131,,97224499.92864606,100000000.0,0.004397,CVX,defillama,
2021-12-30,STAKEWISE,stakewise,,community,cliff,349315.0684931507,1.0,64891049.56019446,,0.53831,SWISE,6mv_observed,42362.91
2021-12-30,Liquity,liquity,liquity,Uncategorized,cliff,15751.642496699213,,101752155.25812772,101752155.25812772,0.01548,LQTY,defillama,
2021-12-30,UNISWAP,uniswap,,insiders,cliff,273785.0787132101,1.0,450847708.1493227,,0.060727,UNI,6mv_observed,4870101.79
2021-12-30,Api3,api3,api3,staking,cliff,292994.3464338528,,182428878.31482208,182428878.31482208,0.160607,API3,defillama,
2021-12-30,Celo,celo,celo,noncirculating,cliff,1785066.0,,605431909.9999999,1000000000.0,0.294842,CELO,defillama,
2021-12-30,Venus,venus,venus,farming,cliff,40685.32577376023,,16980568.148159333,30000000.0,0.239599,,defillama,
2021-12-30,LIDO-DAO,lido-dao,,team,cliff,1096986.301369863,1.0,65519249.71594509,,1.674296,LDO,6mv_observed,3276451.68
2021-12-30,LIDO-DAO,lido-dao,,insiders,cliff,826370.4602739726,1.0,65519249.71594509,,1.261264,LDO,6mv_observed,2468182.95
2021-12-30,MERIT-CIRCLE,merit-circle,,community,cliff,275433.394160584,1.0,42638483.3164121,,0.645974,MC,6mv_observed,1401733.12
2021-12-30,LFJ,lfj,joe,farming,cliff,410534.8205385789,,499896368.0294494,499896368.0294494,0.082124,,defillama,
2021-12-30,POOLTOGETHER,pooltogether,,ecosystem,cliff,7882.191780821918,1.0,3061826.809688115,,0.257434,POOL,6mv_observed,30829.22
2021-12-30,Compound Finance,compound-finance,compound-governance-token,Uncategorized,cliff,233286.0,,10000001.412600003,10000001.412600003,2.33286,COMP,defillama,
2021-12-30,CURVE-DAO-TOKEN,curve-dao-token,,insiders,cliff,622238.8151950719,1.0,391084545.2248591,,0.159106,CRV,6mv_observed,3187831.06
2021-12-30,Frax Finance,frax-finance,frax-share,Uncategorized,cliff,75000.0,,100041489.87487067,100000000.0,0.074969,FXS,defillama,
2021-12-31,MERIT-CIRCLE,merit-circle,,community,cliff,275433.394160584,1.0,42872029.27801692,,0.642455,MC,6mv_observed,1337878.75
2021-12-31,POOLTOGETHER,pooltogether,,ecosystem,cliff,7882.191780821918,1.0,3074741.780228928,,0.256353,POOL,6mv_observed,32905.83
2021-12-31,POOLTOGETHER,pooltogether,,team,cliff,3408.219178082192,1.0,3074741.780228928,,0.110846,POOL,6mv_observed,14228.31
2021-12-31,Convex Finance,convex-finance,convex-finance,Uncategorized,cliff,116187.4842312162,,97224499.92864606,100000000.0,0.119504,CVX,defillama,
2021-12-31,STAKEWISE,stakewise,,community,cliff,349315.0684931507,1.0,65152298.62874661,,0.536152,SWISE,6mv_observed,42297.71
2021-12-31,Injective Orderbook,injective,injective-protocol,noncirculating,cliff,2988000.0,,99700000.0,99700000.0,2.996991,INJ,defillama,
2021-12-31,Injective Orderbook,injective,injective-protocol,insiders,cliff,3333333.333333333,,99700000.0,99700000.0,3.343363,INJ,defillama,
2021-12-31,Celo,celo,celo,privateSale,cliff,2447418.01667381,,605431909.9999999,1000000000.0,0.404243,CELO,defillama,
2021-12-31,Celo,celo,celo,insiders,cliff,3228611.5,,605431909.9999999,1000000000.0,0.533274,CELO,defillama,
2021-12-31,Celo,celo,celo,staking,cliff,833333.0,,605431909.9999999,1000000000.0,0.137643,CELO,defillama,
2021-12-31,POOLTOGETHER,pooltogether,,insiders,cliff,2060.27397260274,1.0,3074741.780228928,,0.067006,POOL,6mv_observed,8601.04
2021-12-31,Liquity,liquity,liquity,Uncategorized,cliff,22861.50552513269,,101752155.25812772,101752155.25812772,0.022468,LQTY,defillama,
2021-12-31,Convex Finance,convex-finance,convex-finance,Uncategorized,cliff,3867.579908675786,,97224499.92864606,100000000.0,0.003978,CVX,defillama,
2021-12-31,CURVE-DAO-TOKEN,curve-dao-token,,insiders,cliff,622238.8151950719,1.0,396652816.5313266,,0.156872,CRV,6mv_observed,3330897.19
2021-12-31,Venus,venus,venus,farming,cliff,5239.657723543646,,16980568.148159333,30000000.0,0.030857,,defillama,
2021-12-31,Celo,celo,celo,noncirculating,cliff,1060199.0,,605431909.9999999,1000000000.0,0.175114,CELO,defillama,
2021-12-31,DECENTRALAND,decentraland,,team,cliff,384120.4654346338,1.0,1331184857.878723,,0.028856,MANA,6mv_observed,1261365.32
2021-12-31,FILECOIN,filecoin,,ecosystem,cliff,95846.64536741214,1.0,144165111.8759923,,0.066484,FIL,6mv_observed,3295910.26
2021-12-31,FILECOIN,filecoin,,ecosystem,cliff,45641.25969876769,1.0,144165111.8759923,,0.031659,FIL,6mv_observed,1569481.07
